feature,anova_f,anova_pvalue,mutual_information,max_abs_class_mean_contrast,rank_anova,rank_mi,rank_class_contrast,combined_rank
biomotion_x_loud,3.1279231876688542,0.04481888536338325,0.03464905901402915,0.4131333925172705,1362.0,1374.0,1067.0,1267.6666666666667
pattern_x_number,4.68886480630834,0.0096781654312291,0.03530784705257717,0.33829611051551206,1058.0,1357.0,1392.0,1269.0
taste_x_near,2.224400128935303,0.10938970554053183,0.0525059121046616,0.36163126298533965,1589.0,927.0,1291.0,1269.0
pattern_x_harm,3.996841053874609,0.019068487048593007,0.029688688150409703,0.40048281612205794,1181.0,1498.0,1129.0,1269.3333333333333
loud_x_arousal,3.124416631776809,0.04497403469122637,0.034007731068435465,0.4169429390182442,1364.0,1392.0,1055.0,1270.3333333333333
music_x_angry,2.8551025949107802,0.05865441542118205,0.03683642617967853,0.4110186615228734,1427.0,1310.0,1080.0,1272.3333333333333
bright_x_taste,4.226766597940804,0.015217955971497454,0.042850133424220616,0.3065867943610337,1137.0,1155.0,1528.0,1273.3333333333333
upperlimb_x_harm,3.5516334770887292,0.029532029508181474,0.04732113270359295,0.3144000527140786,1274.0,1059.0,1490.0,1274.3333333333333
small_x_high,2.9077794612043775,0.05568388112651783,0.061516856328514,0.2727285463495119,1414.0,765.0,1645.0,1274.6666666666667
body_x_audition,1.0145069468322538,0.36345749453758536,0.11278557654390164,0.24241609109921852,1896.0,183.0,1747.0,1275.3333333333333
body_x_angry,2.8533645941906536,0.05875509204350776,0.05430893524521618,0.31248191102629025,1429.0,895.0,1503.0,1275.6666666666667
drive_x_needs,3.4389936894726993,0.03299290152750228,0.029801324624231462,0.4204254267225183,1295.0,1496.0,1037.0,1276.0
cognition_x_arousal,2.4172687423073476,0.090389836405137,0.06441553454049931,0.29080581163178365,1539.0,707.0,1583.0,1276.3333333333333
landmark_x_happy,3.985572569625402,0.01928056935327983,0.0220837188751537,0.4409183480252228,1185.0,1703.0,946.0,1278.0
color_x_speech,2.7220468132491975,0.06688636982157402,0.05736214441158727,0.3050323203839933,1462.0,841.0,1535.0,1279.3333333333333
face_x_caused,1.4084957018053397,0.24564980352555413,0.14014512597148965,0.17211613773829806,1781.0,88.0,1969.0,1279.3333333333333
audition_x_surprised,4.53582617987555,0.011242034508541242,0.01303279552919867,0.4537634943015033,1081.0,1872.0,886.0,1279.6666666666667
sound_x_toward,4.416164587186463,0.012639829910561489,0.007219669363064618,0.48113655828548485,1097.0,1965.0,784.0,1282.0
